Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,6,23218.0,1814,1749,37
Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,5,3281.0,837,1424,29
Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,5,3096.0,2217,2011,41
Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,5,2052.0,1250,1208,31
Existing Customer,38,F,1,High School,Unknown,Less than $40K,Blue,2,1438.3,583,1259,24
Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,2,9432.0,1418,1319,26
Existing Customer,50,M,0,High School,Single,$120K +,Silver,5,14938.0,2303,949,27
Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,5,2221.0,1343,1338,30
Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,6,5731.0,1577,1554,26
Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,2,34516.0,2061,1350,32
Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,5,6985.0,1130,1694,44
Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,3,24221.0,1707,1678,40
Existing Customer,36,F,3,High School,Married,Unknown,Blue,4,15439.0,0,2069,43
Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,6,21637.0,2030,1222,23
Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,2,14543.0,0,1536,37
Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,2,9684.0,2475,1400,31
Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,2,5007.0,930,1050,28
Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,3,1616.0,1047,1389,33
Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,5,19116.0,0,1184,29
Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,5,2759.0,2223,2093,42
Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,2,8249.0,1381,678,11
Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,2,14041.0,2154,1467,29
Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,5,5264.0,2169,1219,27
Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,4,2420.0,1912,1730,36
Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,4,2826.0,2070,1025,28
Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,5,12518.0,1539,1165,33
Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,4,5876.0,1297,2133,55
Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,3,34516.0,0,1122,13
Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,4,9648.0,1926,1083,22
Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,3,34516.0,2177,1234,23
Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,3,3025.0,2376,1277,23
Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,4,3265.0,2517,1843,35
Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,3,6041.0,1355,1747,49
Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,3,2293.0,1823,1166,22
Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,6,13399.0,2505,1326,31
Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,4,4317.0,2517,1619,36
Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,5,3378.0,1069,1285,16
Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,4,5012.0,2242,1142,28
Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,4,2569.0,1605,1190,46
Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,3,3471.0,1785,1052,24
Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,5,34516.0,1699,1628,38
Existing Customer,53,M,1,High School,Married,$120K +,Blue,6,3312.0,1844,1740,32
Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,4,2578.0,2462,1378,29
Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,4,2902.0,2517,996,26
Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,3,2742.0,2321,1389,32
Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,5,2077.0,1571,1365,38
Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,5,6265.0,1942,1715,43
Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,6,7819.0,1560,1582,25
Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,6,2731.0,1692,1220,22
Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,2,1438.3,537,715,13
Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,3,16286.0,1710,2552,49
Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,3,34516.0,0,1106,31
Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,6,2609.0,2439,1731,34
Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,5,7567.0,1173,1435,32
Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,5,22770.0,2517,1882,38
Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,5,3791.0,1648,2058,34
Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,4,2702.0,2517,1658,32
Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,3,2555.0,2117,1334,32
Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,5,2355.0,1090,1441,29
Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,6,5332.0,0,1371,39
Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,6,1443.0,1375,1991,38
Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,6,10741.0,755,1278,22
Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,3,7984.0,1503,1734,39
Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,3,18584.0,2517,1330,34
Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,4,5585.0,1465,1787,31
Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,6,34516.0,2165,1672,32
Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,6,1438.3,0,1439,41
Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,5,2478.0,2031,1558,31
Existing Customer,51,M,4,High School,Single,$120K +,Blue,6,34516.0,2274,1795,47
Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,6,2339.0,1440,893,22
Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,6,2726.0,0,1099,27
Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,3,14881.0,848,1408,23
Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,6,1628.0,969,1893,15
Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,5,3156.0,1644,1151,31
Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,5,4745.0,1270,1519,31
Existing Customer,46,M,2,High School,Married,$120K +,Blue,5,19727.0,1785,1245,25
Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,3,22720.0,793,1102,27
Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,5,8129.0,1799,1402,33
Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,6,3751.0,1521,1060,30
Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,3,1594.0,1411,1459,35
Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,4,2569.0,1403,1456,39
Existing Customer,49,F,4,Post-Graduate,Single,Unknown,Blue,6,18206.0,1586,1439,48
Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,6,3104.0,1766,1353,24
Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,5,2406.0,1560,1173,32
Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,5,24571.0,1955,1746,28
Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,3,15534.0,726,1279,28
Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,4,12301.0,2250,1307,29
Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,6,2846.0,1818,1473,37
Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,6,9788.0,1794,1805,37
Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,4,7231.0,2381,1421,23
Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,6,2324.0,1576,1272,37
Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,3,12208.0,1980,1409,34
Attrited Customer,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,2,5639.0,1547,647,15
Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,3,10021.0,1617,1275,25
Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,6,2215.0,1915,1270,27
Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,3,2027.0,1480,1702,37
Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,6,6363.0,1162,1256,26
Existing Customer,39,F,3,College,Single,Less than $40K,Blue,6,3920.0,2008,3178,53
Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,5,9226.0,1233,1626,29
Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,Blue,6,9376.0,1288,1562,33
Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,5,1944.0,1346,1960,57
Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,3,9599.0,1554,1154,38
Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,5,28202.0,843,1629,38
Existing Customer,43,M,3,College,Unknown,$80K - $120K,Blue,3,24850.0,1662,1226,25
Existing Customer,55,M,0,High School,Married,$120K +,Blue,5,3805.0,2233,1743,27
Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,5,2733.0,1306,1139,39
Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,6,12781.0,1253,1073,21
Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,3,3106.0,1120,683,17
Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,3,7477.0,0,1159,32
Existing Customer,45,M,4,Unknown,Married,$120K +,Blue,6,34516.0,2086,1859,47
Existing Customer,48,M,2,High School,Married,$120K +,Blue,6,29963.0,2094,1205,28
Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,5,6509.0,2033,1409,37
Attrited Customer,42,M,3,College,Married,$60K - $80K,Blue,3,13450.0,0,1000,18
Existing Customer,41,M,2,Graduate,Unknown,$60K - $80K,Silver,6,27000.0,0,1209,39
Existing Customer,51,M,4,College,Married,$120K +,Silver,5,34516.0,1254,1366,25
Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,5,6347.0,0,1161,44
Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,4,3106.0,1675,1512,38
Existing Customer,39,M,1,Graduate,Married,$60K - $80K,Blue,4,2536.0,913,1750,35
Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,6,13048.0,1954,1170,24
Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,3,2453.0,968,2218,50
Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,3,16138.0,1249,1198,33
Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,3,8077.0,1965,1329,26
Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,3,1929.0,1673,857,36
Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,3,3127.0,2517,1470,30
Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,Blue,3,8645.0,1454,1435,25
Existing Customer,56,M,3,Unknown,Single,$60K - $80K,Blue,3,1438.3,0,1093,22
Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,6,2185.0,0,715,20
Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,5,24487.0,2517,1512,42
Existing Customer,63,M,0,High School,Married,$60K - $80K,Blue,6,2567.0,0,2399,43
Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Blue,6,4131.0,785,906,22
Existing Customer,44,F,4,College,Married,Less than $40K,Silver,3,10790.0,1930,1052,16
Existing Customer,40,M,3,High School,Married,$40K - $60K,Blue,4,6884.0,1001,975,11
Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,5,13961.0,1299,783,20
Existing Customer,42,M,4,High School,Married,$80K - $120K,Blue,6,29801.0,1916,990,21
Existing Customer,54,M,3,High School,Married,$120K +,Blue,4,13219.0,0,1097,24
Attrited Customer,58,F,4,Unknown,Married,Less than $40K,Blue,2,2536.0,0,901,35
Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,5,9478.0,820,1327,41
Existing Customer,47,F,4,Unknown,Divorced,$40K - $60K,Blue,6,3502.0,1851,1814,31
Existing Customer,67,F,0,Unknown,Married,Unknown,Blue,4,10509.0,2388,1365,34
Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,3,1491.0,0,1058,34
Existing Customer,55,M,0,High School,Divorced,$60K - $80K,Blue,6,9734.0,0,1476,38
Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,6,2305.0,1627,1230,36
Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,3,14241.0,2081,1581,44
Existing Customer,36,F,2,Unknown,Married,$40K - $60K,Blue,3,4789.0,1257,1534,29
Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,4,23138.0,1727,1612,39
Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,6,23008.0,2280,1302,36
Existing Customer,48,M,1,Unknown,Divorced,$80K - $120K,Blue,3,3131.0,2517,1439,40
Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,5,5798.0,1794,1724,45
Existing Customer,48,M,3,Graduate,Single,$40K - $60K,Blue,5,6880.0,1390,1784,35
Existing Customer,48,M,3,Graduate,Unknown,$80K - $120K,Platinum,3,34516.0,1531,1156,29
Existing Customer,53,F,2,College,Married,$40K - $60K,Blue,6,2075.0,1469,2556,49
Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,3,4589.0,0,1590,37
Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,1,2317.0,0,884,19
Attrited Customer,53,F,2,Uneducated,Single,Less than $40K,Blue,1,1981.0,1518,973,25
Existing Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,3,6038.0,0,1447,30
Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,5,14910.0,877,1150,26
Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,3,29659.0,1143,1193,21
Attrited Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,3,4320.0,0,706,21
Existing Customer,39,F,1,Unknown,Single,$40K - $60K,Blue,6,11213.0,0,1257,23
Existing Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,5,26181.0,0,1303,35
Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,3,5773.0,0,1306,39
Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,1,4503.0,0,748,20
Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,6,29770.0,1565,1774,42
Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,5,5014.0,1910,1209,25
Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,6,3445.0,1074,1074,31
Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,6,23412.0,1078,1786,50
Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,4,3044.0,1611,1456,36
Existing Customer,38,M,1,Unknown,Single,$60K - $80K,Blue,5,14596.0,2192,1300,25
Existing Customer,56,M,4,Uneducated,Single,Less than $40K,Blue,3,3864.0,1654,1470,42
Attrited Customer,35,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,2,17030.0,1911,715,25
Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,4,23090.0,839,1198,24
Existing Customer,53,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,4,29205.0,1208,1556,43
Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,5,14035.0,2061,1606,30
Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,2,2962.0,2517,929,31
Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,6,18578.0,1385,1606,54
Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,Blue,5,2201.0,1138,1199,32
Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,Blue,4,2061.0,1483,2400,60
Existing Customer,42,F,5,Doctorate,Married,Unknown,Blue,4,24602.0,1660,1337,44
Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,3,15911.0,896,1270,33
Attrited Customer,56,M,2,College,Single,$120K +,Blue,2,16867.0,0,654,14
Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,3,2783.0,1526,1909,54
Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,3,2972.0,0,922,25
Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,5,5124.0,2235,1158,42
Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,6,2880.0,2362,1323,26
Existing Customer,58,M,1,High School,Single,$40K - $60K,Blue,4,5579.0,0,1025,35
Existing Customer,58,M,4,Unknown,Married,$60K - $80K,Blue,5,12010.0,2149,1700,35
Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,6,34516.0,1597,1628,51
Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,5,4394.0,885,1377,32
Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,4,18325.0,723,1517,33
Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,5,3773.0,1972,1528,25
Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,5,21684.0,1748,1329,24
Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,4,1919.0,774,1505,33
Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,5,9995.0,1713,1172,38
Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,3,11910.0,2098,1646,39
Existing Customer,39,F,3,College,Married,Less than $40K,Blue,4,2279.0,1529,1693,32
Existing Customer,57,M,1,College,Single,$40K - $60K,Blue,3,3539.0,0,1336,23
Existing Customer,48,M,3,High School,Married,$80K - $120K,Blue,5,30579.0,1351,1289,19
Existing Customer,47,M,3,High School,Single,$80K - $120K,Blue,4,24480.0,1923,1416,32
Existing Customer,56,F,1,Uneducated,Divorced,Unknown,Blue,6,17561.0,0,1608,33
Existing Customer,54,F,0,College,Married,Less than $40K,Blue,3,1638.0,0,1885,51
Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,3,2947.0,2216,1744,53
Existing Customer,52,M,4,High School,Married,$80K - $120K,Blue,6,5738.0,1112,1922,48
Existing Customer,43,M,4,Unknown,Unknown,$120K +,Blue,5,33304.0,1833,1448,29
Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,6,7251.0,1603,1300,36
Existing Customer,44,M,1,Unknown,Married,Unknown,Blue,6,2885.0,1895,1366,31
Existing Customer,56,F,1,College,Married,Less than $40K,Blue,6,2641.0,1257,1439,39
Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,6,2801.0,2043,1241,46
Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,3,16794.0,809,1917,33
Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,4,9336.0,1672,1391,39
Existing Customer,56,F,5,College,Single,Less than $40K,Blue,4,2763.0,2517,1246,31
Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,5,17391.0,1044,1248,27
Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,3,3198.0,2493,1936,44
Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,3,5100.0,1786,2375,63
Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,3,3955.0,2517,1238,25
Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,5,3140.0,1985,1626,41
Attrited Customer,45,F,3,Uneducated,Single,Unknown,Blue,3,4028.0,710,791,22
Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,5,2264.0,0,1204,28
Existing Customer,49,M,3,Unknown,Unknown,$120K +,Blue,5,21620.0,2008,1300,33
Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,3,6385.0,1535,1612,47
Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,4,2375.0,1658,1071,28
Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,3,1963.0,1721,1378,37
Existing Customer,47,F,4,College,Single,Less than $40K,Blue,6,4256.0,1084,1100,29
Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,5,5097.0,1152,2052,45
Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,3,3228.0,2517,1349,33
Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,6,20231.0,977,1215,36
Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,3,27512.0,2137,1149,25
Existing Customer,55,F,3,Unknown,Married,$40K - $60K,Blue,5,1929.0,1540,2354,50
Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,6,2585.0,2019,2644,40
Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,3,12151.0,1799,918,14
Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,3,34516.0,2113,1362,31
Existing Customer,48,M,4,High School,Married,$120K +,Blue,6,34516.0,1013,1222,37
Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,4,5504.0,0,1364,32
Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,4,10021.0,1203,1463,40
Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,5,3558.0,2318,1631,31
Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,4,19853.0,1513,1878,55
Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,6,4969.0,838,1489,32
Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,3,3117.0,1603,1437,37
Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,4,21526.0,2332,1313,37
Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,4,5504.0,1412,1290,38
Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,4,5512.0,1124,1975,49
Attrited Customer,53,F,2,Doctorate,Married,Unknown,Blue,1,1438.3,0,807,22
Existing Customer,39,F,3,Doctorate,Unknown,$40K - $60K,Blue,5,7262.0,1466,1438,28
Existing Customer,51,M,3,High School,Married,$120K +,Blue,6,7319.0,1692,1233,29
Attrited Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,3,1438.3,0,709,27
Existing Customer,48,M,4,Unknown,Single,$60K - $80K,Blue,4,7712.0,1387,1597,39
Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,6,2053.0,0,1283,28
Existing Customer,41,M,2,High School,Married,$40K - $60K,Blue,3,12804.0,2517,1101,37
Existing Customer,48,M,4,College,Married,$80K - $120K,Blue,3,26443.0,1601,1593,36
Existing Customer,50,F,4,Graduate,Single,Less than $40K,Blue,6,3125.0,1928,1631,46
Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,6,4930.0,2259,2194,53
Existing Customer,39,F,2,College,Single,Less than $40K,Blue,6,9476.0,0,1128,27
Existing Customer,47,M,1,Graduate,Married,$80K - $120K,Blue,6,11722.0,1667,1497,35
Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,4,13301.0,0,1385,50
Existing Customer,61,F,1,Unknown,Married,Unknown,Blue,4,1438.3,0,1449,27
